"Cond","Chain","Gen","Item","Shape","Colour","Border","Code","Word","RatedSpikiness","Cond2","ResultsFolder","ResultsFolderAlt"
"Communication",0,2,"SpikyRed","Picudo","Rojo","Fino",147,"kite",6.133333333,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"SpikyGreen","Picudo","Verde","Fino",157,"dejuzme",5.066666667,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"SpikyBlue","Picudo","Azul","Fino",167,"pilu",3.9375,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"SpikyRedThick","Picudo","Rojo","Grueso",148,"kite",6.133333333,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"SpikyGreenThick","Picudo","Verde","Grueso",158,"jutisu",4.928571429,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"SpikyBlueThick","Picudo","Azul","Grueso",168,"pilu",3.9375,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"RoundRed","Redondo","Rojo","Fino",247,"kiasu",6.133333333,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"RoundGreen","Redondo","Verde","Fino",257,"dejuzme",5.066666667,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"RoundBlue","Redondo","Azul","Fino",267,"fagudelu",3.6,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"RoundRedThick","Redondo","Rojo","Grueso",248,"fagudelu",3.6,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"RoundGreenThick","Redondo","Verde","Grueso",258,"duje",5.133333333,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,2,"RoundBlueThick","Redondo","Azul","Grueso",268,"neroro",3.333333333,"Communication 0 2","./MT_ExpCommCh1G216-01-08-08-49","./MT_ExpCommCh1G216-01-08-08-49"
"Communication",0,3,"SpikyRed","Picudo","Rojo","Fino",147,"kite",6.133333333,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"SpikyGreen","Picudo","Verde","Fino",157,"jutisu",4.928571429,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"SpikyBlue","Picudo","Azul","Fino",167,"pilu",3.9375,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"SpikyRedThick","Picudo","Rojo","Grueso",148,"kite",6.133333333,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"SpikyGreenThick","Picudo","Verde","Grueso",158,"jutisu",4.928571429,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"SpikyBlueThick","Picudo","Azul","Grueso",168,"pilu",3.9375,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"RoundRed","Redondo","Rojo","Fino",247,"nagudelu",2.8125,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"RoundGreen","Redondo","Verde","Fino",257,"dejuzme",5.066666667,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"RoundBlue","Redondo","Azul","Fino",267,"nagudelu",2.8125,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"RoundRedThick","Redondo","Rojo","Grueso",248,"nagudelu",2.8125,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"RoundGreenThick","Redondo","Verde","Grueso",258,"duje",5.133333333,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,3,"RoundBlueThick","Redondo","Azul","Grueso",268,"neroro",3.333333333,"Communication 0 3","./MT_ExpComm_1_3_16-01-11-01-07","./MT_ExpComm_1_3_16-01-11-01-07"
"Communication",0,4,"SpikyRed","Picudo","Rojo","Fino",147,"kite",6.133333333,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"SpikyGreen","Picudo","Verde","Fino",157,"juke",6.375,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"SpikyBlue","Picudo","Azul","Fino",167,"pitu",3.666666667,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"SpikyRedThick","Picudo","Rojo","Grueso",148,"kite",6.133333333,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"SpikyGreenThick","Picudo","Verde","Grueso",158,"jukee",5.866666667,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"SpikyBlueThick","Picudo","Azul","Grueso",168,"pilu",3.9375,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"RoundRed","Redondo","Rojo","Fino",247,"nagudelu",2.8125,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"RoundGreen","Redondo","Verde","Fino",257,"dejuzme",5.066666667,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"RoundBlue","Redondo","Azul","Fino",267,"naguleddu",2.733333333,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"RoundRedThick","Redondo","Rojo","Grueso",248,"nagudelu",2.8125,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"RoundGreenThick","Redondo","Verde","Grueso",258,"dejuzmee",4.8125,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,4,"RoundBlueThick","Redondo","Azul","Grueso",268,"nagudelu",2.8125,"Communication 0 4","./MT_Exp_Comm_1_416-01-12-05-51","./MT_Exp_Comm_1_416-01-12-05-51"
"Communication",0,5,"SpikyRed","Picudo","Rojo","Fino",147,"pitu",3.666666667,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"SpikyGreen","Picudo","Verde","Fino",157,"juke",6.375,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"SpikyBlue","Picudo","Azul","Fino",167,"pilu",3.9375,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"SpikyRedThick","Picudo","Rojo","Grueso",148,"pilu",3.9375,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"SpikyGreenThick","Picudo","Verde","Grueso",158,"kite",6.133333333,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"SpikyBlueThick","Picudo","Azul","Grueso",168,"pilubl",2.8125,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"RoundRed","Redondo","Rojo","Fino",247,"nagudelur",3.6,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"RoundGreen","Redondo","Verde","Fino",257,"dejuzme",5.066666667,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"RoundBlue","Redondo","Azul","Fino",267,"naguleddu",2.733333333,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"RoundRedThick","Redondo","Rojo","Grueso",248,"nagudelurr",3.666666667,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"RoundGreenThick","Redondo","Verde","Grueso",258,"dejuzmee",4.8125,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,5,"RoundBlueThick","Redondo","Azul","Grueso",268,"nagudelu",2.8125,"Communication 0 5","./MT_Exp_Comm_1_5_16-01-14-55-33","./MT_Exp_Comm_1_5_16-01-14-55-33"
"Communication",0,6,"SpikyRed","Picudo","Rojo","Fino",147,"kite",6.133333333,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"SpikyGreen","Picudo","Verde","Fino",157,"juke",6.375,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"SpikyBlue","Picudo","Azul","Fino",167,"pitu",3.666666667,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"SpikyRedThick","Picudo","Rojo","Grueso",148,"pilu",3.9375,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"SpikyGreenThick","Picudo","Verde","Grueso",158,"kite",6.133333333,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"SpikyBlueThick","Picudo","Azul","Grueso",168,"pitubl",4,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"RoundRed","Redondo","Rojo","Fino",247,"nabuleddu",2.466666667,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"RoundGreen","Redondo","Verde","Fino",257,"dejuzme",5.066666667,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"RoundBlue","Redondo","Azul","Fino",267,"nabuledu",2.4,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"RoundRedThick","Redondo","Rojo","Grueso",248,"naguledurr",3.733333333,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"RoundGreenThick","Redondo","Verde","Grueso",258,"dejuzmee",4.8125,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",0,6,"RoundBlueThick","Redondo","Azul","Grueso",268,"naguleddu",2.733333333,"Communication 0 6","./MT_Exp_Comm_1_6_16-01-16-03-07","./MT_Exp_Comm_1_6_16-01-16-03-07"
"Communication",1,1,"SpikyRed","Picudo","Rojo","Fino",147,"faludelu",2.875,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"SpikyGreen","Picudo","Verde","Fino",157,"doje",5.0625,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"SpikyBlue","Picudo","Azul","Fino",167,"doje",5.0625,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"SpikyRedThick","Picudo","Rojo","Grueso",148,"kamijace",6.2,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"SpikyGreenThick","Picudo","Verde","Grueso",158,"faludelu",2.875,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"SpikyBlueThick","Picudo","Azul","Grueso",168,"neroro",3.333333333,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"RoundRed","Redondo","Rojo","Fino",247,"faludela",3.1875,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"RoundGreen","Redondo","Verde","Fino",257,"pilu",3.9375,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"RoundBlue","Redondo","Azul","Fino",267,"faludela",3.1875,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"RoundRedThick","Redondo","Rojo","Grueso",248,"tezuja",5.533333333,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"RoundGreenThick","Redondo","Verde","Grueso",258,"faludela",3.1875,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,1,"RoundBlueThick","Redondo","Azul","Grueso",268,"doje",5.0625,"Communication 1 1","./MT_Exp_Comm_2_1_16-01-16-49-16","./MT_Exp_Comm_2_1_16-01-16-49-16"
"Communication",1,2,"SpikyRed","Picudo","Rojo","Fino",147,"faludefa",3.733333333,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"SpikyGreen","Picudo","Verde","Fino",157,"faludelu",2.875,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"SpikyBlue","Picudo","Azul","Fino",167,"faludelu",2.875,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"SpikyRedThick","Picudo","Rojo","Grueso",148,"kamijace",6.2,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"SpikyGreenThick","Picudo","Verde","Grueso",158,"doje",5.0625,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"SpikyBlueThick","Picudo","Azul","Grueso",168,"neroro",3.333333333,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"RoundRed","Redondo","Rojo","Fino",247,"faludefa",3.733333333,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"RoundGreen","Redondo","Verde","Fino",257,"pilu",3.9375,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"RoundBlue","Redondo","Azul","Fino",267,"pilu",3.9375,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"RoundRedThick","Redondo","Rojo","Grueso",248,"faludefa",3.733333333,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"RoundGreenThick","Redondo","Verde","Grueso",258,"faludelu",2.875,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,2,"RoundBlueThick","Redondo","Azul","Grueso",268,"faludelu",2.875,"Communication 1 2","./MT_Exp_Comm_2_2_16-01-18-00-21","./MT_Exp_Comm_2_2_16-01-18-00-21"
"Communication",1,3,"SpikyRed","Picudo","Rojo","Fino",147,"keroro",4.8,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"SpikyGreen","Picudo","Verde","Fino",157,"kamijazu",6,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"SpikyBlue","Picudo","Azul","Fino",167,"neroro",3.333333333,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"SpikyRedThick","Picudo","Rojo","Grueso",148,"kamijace",6.2,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"SpikyGreenThick","Picudo","Verde","Grueso",158,"kamidefa",5.5,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"SpikyBlueThick","Picudo","Azul","Grueso",168,"neroro",3.333333333,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"RoundRed","Redondo","Rojo","Fino",247,"faludefu",3.266666667,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"RoundGreen","Redondo","Verde","Fino",257,"pilu",3.9375,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"RoundBlue","Redondo","Azul","Fino",267,"neroro",3.333333333,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"RoundRedThick","Redondo","Rojo","Grueso",248,"faludefa",3.733333333,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"RoundGreenThick","Redondo","Verde","Grueso",258,"pilu",3.9375,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,3,"RoundBlueThick","Redondo","Azul","Grueso",268,"faludefu",3.266666667,"Communication 1 3","./MT_Exp_Comm_2_3_16-01-18-50-07","./MT_Exp_Comm_2_3_16-01-18-50-07"
"Communication",1,4,"SpikyRed","Picudo","Rojo","Fino",147,"faludefa",3.733333333,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"SpikyGreen","Picudo","Verde","Fino",157,"kamikazu",6.333333333,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"SpikyBlue","Picudo","Azul","Fino",167,"neroro",3.333333333,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"SpikyRedThick","Picudo","Rojo","Grueso",148,"kamijace",6.2,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"SpikyGreenThick","Picudo","Verde","Grueso",158,"kamijazu",6,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"SpikyBlueThick","Picudo","Azul","Grueso",168,"kamikazu",6.333333333,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"RoundRed","Redondo","Rojo","Fino",247,"faludefa",3.733333333,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"RoundGreen","Redondo","Verde","Fino",257,"pilu",3.9375,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"RoundBlue","Redondo","Azul","Fino",267,"neroro",3.333333333,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"RoundRedThick","Redondo","Rojo","Grueso",248,"faludefa",3.733333333,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"RoundGreenThick","Redondo","Verde","Grueso",258,"pilu",3.9375,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,4,"RoundBlueThick","Redondo","Azul","Grueso",268,"faludefu",3.266666667,"Communication 1 4","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_4_17-01-09-52-50"
"Communication",1,5,"SpikyRed","Picudo","Rojo","Fino",147,"faludefa",3.733333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"SpikyGreen","Picudo","Verde","Fino",157,"kamikazu",6.333333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"SpikyBlue","Picudo","Azul","Fino",167,"neroro",3.333333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"SpikyRedThick","Picudo","Rojo","Grueso",148,"kamijace",6.2,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"SpikyGreenThick","Picudo","Verde","Grueso",158,"kamikazu",6.333333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"SpikyBlueThick","Picudo","Azul","Grueso",168,"kamikazu",6.333333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"RoundRed","Redondo","Rojo","Fino",247,"faludefa",3.733333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"RoundGreen","Redondo","Verde","Fino",257,"pilu",3.9375,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"RoundBlue","Redondo","Azul","Fino",267,"neroro",3.333333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"RoundRedThick","Redondo","Rojo","Grueso",248,"faludefa",3.733333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"RoundGreenThick","Redondo","Verde","Grueso",258,"kamikazu",6.333333333,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
"Communication",1,5,"RoundBlueThick","Redondo","Azul","Grueso",268,"kamijazu",6,"Communication 1 5","./MT_Exp_Comm_2_4_17-01-09-52-50","./MT_Exp_Comm_2_5_17-01-10-38-45"
